City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
183,thannhausen,48.2833,10.4667,6.45,87,93,1.84,DE,1710266567
184,la'ie,21.6477,-157.9253,24.98,81,56,4.02,US,1710266568
185,robertsport,6.7533,-11.3686,27.73,79,100,3.49,LR,1710266570
186,arraial do cabo,-22.9661,-42.0278,28.98,69,20,6.17,BR,1710266563
187,kodiak,57.79,-152.4072,-4.17,63,95,3.84,US,1710266573
188,mermoz boabab,14.7065,-17.4758,32.31,64,0,7.2,SN,1710266574
189,anadyr,64.75,177.4833,-30.62,100,46,1.81,RU,1710266575
190,westport,41.1415,-73.3579,17.16,36,7,2.68,US,1710266478
191,severo-yeniseyskiy,60.3725,93.0408,-21.04,100,96,1.57,RU,1710266578
192,jiutai,44.1525,125.8328,0.49,52,100,4.4,CN,1710266579
193,lorengau,-2.0226,147.2712,27.17,81,100,5.61,PG,1710266580
194,puerto baquerizo moreno,-0.9,-89.6,27.53,76,75,2.19,EC,1710266577
195,port mathurin,-19.6833,63.4167,26.66,81,12,8.77,MU,1710266585
196,kampong cham,11.9934,105.4635,27.6,65,70,5.27,KH,1710266589
197,pankrushikha,53.8319,80.3406,-10.42,97,100,2.98,RU,1710266590
198,broome,42.2506,-75.833,14.22,56,0,6.17,US,1710266592
199,brookings,44.3114,-96.7984,15.81,41,0,1.54,US,1710266339
200,sinop,41.7711,34.8709,11.4,53,66,2.8,TR,1710266594
201,nova sintra,14.8667,-24.7167,19.75,76,55,6.07,CV,1710266596
202,ingeniero luis a. huergo,-39.0833,-67.2333,29.94,15,0,12.27,AR,1710266597
203,leh,34.1667,77.5833,-13.81,84,74,1.5,IN,1710266598
204,vernon,50.2581,-119.2691,9.05,72,84,1.34,CA,1710266445
205,cacheu,12.2706,-16.1658,38.05,18,89,3.86,GW,1710266601
206,belmonte,-15.8631,-38.8828,28.73,72,97,2.37,BR,1710266602
207,bardai,11.65,7.2333,33.3,10,94,4.03,NG,1710266604
208,morehead city,34.7229,-76.726,23.0,56,0,5.66,US,1710266337
209,ujae,8.9322,165.7642,26.88,84,100,11.14,MH,1710266606
210,namtsy,62.7161,129.6658,-14.83,96,100,3.25,RU,1710266609
211,siwa oasis,29.2041,25.5195,21.64,22,4,2.43,EG,1710266610
212,loango,-4.6719,11.8312,27.88,87,66,3.23,CG,1710266611
213,san stino di livenza,45.735,12.6808,14.01,86,75,2.22,IT,1710266612
214,suances,43.4334,-4.0434,13.91,75,0,3.6,ES,1710266547
215,trincomalee,8.5711,81.2335,26.94,73,93,3.88,LK,1710266625
216,carriere,10.0341,-12.8657,36.44,18,96,2.57,GN,1710266626
217,mezhdurechenskiy,59.6,65.9333,-19.01,100,79,0.43,RU,1710266627
218,beau vallon,-20.4189,57.6953,25.68,76,56,7.09,MU,1710266453
219,dunedin,-45.8742,170.5036,11.0,70,67,4.47,NZ,1710266502
220,woolgoolga,-30.1106,153.2007,18.91,71,51,0.93,AU,1710266639
221,timmins,48.4669,-81.3331,5.42,69,75,1.83,CA,1710266640
222,cherdyn',60.403,56.4787,-19.41,100,67,0.7,RU,1710266642
223,saint-joseph,-21.3667,55.6167,25.37,79,27,6.12,RE,1710266644
224,caleta de carquin,-11.0925,-77.6267,25.61,75,93,4.35,PE,1710266646
225,tete,-16.1564,33.5867,25.05,83,75,6.69,MZ,1710266530
226,enewetak,11.3474,162.3373,26.55,78,100,10.64,MH,1710266649
227,bilibino,68.0546,166.4372,-28.73,98,95,1.67,RU,1710266650
228,ascension,30.2169,-90.9001,23.34,58,40,2.06,US,1710266357
229,nova vicosa,-17.8919,-39.3719,28.09,76,53,4.88,BR,1710266611
230,tadine,-21.55,167.8833,25.65,88,99,8.76,NC,1710266654
231,boden,65.8252,21.6886,-7.0,98,95,1.04,SE,1710266656
232,tchintabaraden,15.8969,5.7985,35.1,10,9,4.88,NE,1710266657
233,tynda,55.1667,124.7167,-15.11,98,99,0.97,RU,1710266659
234,labrador city,52.9463,-66.9114,0.66,58,100,4.02,CA,1710266662
235,usinsk,65.9939,57.5281,-11.07,94,100,10.73,RU,1710266663
236,fernie,49.5,-115.0687,3.38,95,100,2.66,CA,1710266664
237,beira,-19.8436,34.8389,29.05,70,75,2.24,MZ,1710266666
238,ancud,-41.8697,-73.8203,13.7,80,93,6.61,CL,1710266667
239,lompoc,34.6391,-120.4579,17.66,66,100,3.09,US,1710266667
240,pacific grove,36.6177,-121.9166,15.24,82,100,4.92,US,1710266409
241,palikir - national government center,6.9248,158.1611,27.41,83,100,3.6,FM,1710266670
242,mozarlandia,-14.7447,-50.5706,34.58,47,53,0.78,BR,1710266672
243,key west,24.5557,-81.7826,28.0,63,40,7.2,US,1710266647
244,bella vista,36.4295,-94.2316,21.66,54,0,8.75,US,1710266674
245,bengkulu,-3.8004,102.2655,24.26,87,100,2.11,ID,1710266677
246,yarmouth,41.7057,-70.2286,13.14,39,0,7.2,US,1710266678
247,tazovsky,67.4667,78.7,-21.43,91,91,7.99,RU,1710266679
248,newman,37.3138,-121.0208,14.13,78,96,1.79,US,1710266681
249,holualoa,19.6228,-155.9522,23.21,78,75,3.6,US,1710266682
250,kapa'a,22.0752,-159.319,23.39,84,75,5.66,US,1710266684
251,villa gesell,-37.2639,-56.973,18.36,94,100,6.43,AR,1710266685
252,ust-nera,64.5667,143.2,-31.55,100,23,2.17,RU,1710266686
253,asmar,35.0333,71.3581,14.43,59,100,2.2,AF,1710266687
254,kayangel,8.0823,134.7173,27.46,78,66,7.15,PW,1710266689
255,ladysmith,48.9829,-123.8194,8.81,90,74,3.17,CA,1710266690
256,savanna-la-mar,18.219,-78.1332,31.07,49,6,2.45,JM,1710266692
257,wickenburg,33.9686,-112.7296,20.1,29,57,4.6,US,1710266693
258,rio grande,-32.035,-52.0986,29.06,65,73,6.58,BR,1710266609
259,los palacios,22.5872,-83.2486,31.05,50,45,4.15,CU,1710266491
260,tabina,7.4669,123.4081,26.35,82,78,3.15,PH,1710266697
261,riverton,40.5219,-111.9391,9.84,55,100,5.66,US,1710266698
262,sitka,57.0531,-135.33,6.94,61,75,8.75,US,1710266700
263,raceland,29.7274,-90.599,23.32,66,94,1.34,US,1710266702
264,buka,40.8108,69.1986,5.28,93,100,3.61,UZ,1710266704
265,remire-montjoly,4.9167,-52.2667,27.33,82,100,5.36,GF,1710266705
266,hobyo,5.3505,48.5268,28.28,78,24,7.2,SO,1710266707
267,tolanaro,-25.0319,46.9987,25.59,90,32,5.52,MG,1710266708
268,road town,18.4167,-64.6167,29.05,61,40,4.12,VG,1710266710
269,medicine hat,50.0501,-110.6683,10.4,54,82,3.58,CA,1710266617
270,fort st. john,56.2499,-120.8529,0.31,84,100,0.63,CA,1710266713
271,okha,53.5739,142.9478,-23.02,100,86,2.4,RU,1710266714
272,takoradi,4.8845,-1.7554,29.6,71,88,4.26,GH,1710266716
273,san antonio,29.4241,-98.4936,24.43,67,75,7.2,US,1710266088
274,abadeh,31.1608,52.6506,5.65,59,0,1.41,IR,1710266719
275,varberg,57.1056,12.2508,4.47,86,100,1.26,SE,1710266720
276,portland,45.5234,-122.6762,9.99,86,75,5.14,US,1710266306
277,vojens,55.2464,9.306,7.01,93,100,2.57,DK,1710266723
278,embi,48.8264,58.1442,-16.8,100,71,1.75,KZ,1710266724
279,dubai,25.2582,55.3047,21.41,67,24,6.3,AE,1710266044
280,trairi,-3.2778,-39.2689,29.74,69,59,3.43,BR,1710266727
281,stockerau,48.383,16.1996,9.78,90,100,1.79,AT,1710266729
282,ugoofaaru,5.6667,73.0,28.08,73,9,1.66,MV,1710266730
283,philadelphia,39.9523,-75.1638,18.64,37,40,7.2,US,1710266213
284,la ronge,55.1001,-105.2842,-3.86,74,100,2.57,CA,1710266734
285,urucara,-2.5364,-57.76,32.93,58,63,1.56,BR,1710266735
286,saipan,15.1355,145.701,26.39,83,40,4.12,MP,1710266736
287,illizi,26.4833,8.4667,25.89,18,26,4.27,DZ,1710266738
288,shache,38.4167,77.2406,10.18,23,47,1.47,CN,1710266740
289,gadzhiyevo,69.2551,33.3362,-4.53,76,100,7.45,RU,1710266741
290,susuman,62.7833,148.1667,-30.01,100,100,0.45,RU,1710266743
291,arendal,58.4615,8.7725,1.89,74,100,2.1,NO,1710266744
292,san isidro de curuguaty,-24.5167,-55.7,39.7,24,0,2.12,PY,1710266745
293,kouango,4.9934,19.9619,33.47,29,85,1.55,CF,1710266746
294,cole harbour,44.6724,-63.4751,2.76,85,100,8.23,CA,1710266747
295,taro,-8.3862,115.28,24.0,95,100,2.09,ID,1710266749
296,harper,4.375,-7.7169,29.21,78,94,3.52,LR,1710266750
297,keflavik,64.0049,-22.5624,5.95,87,75,4.63,IS,1710266751
298,faya-largeau,17.9257,19.1043,30.18,8,25,0.55,TD,1710266753
299,juegang,32.3174,121.1855,3.7,63,92,1.21,CN,1710266754
300,conceicao do araguaia,-8.2578,-49.2647,33.57,51,18,2.99,BR,1710266755
301,luanda,-8.8368,13.2343,30.0,79,20,5.14,AO,1710266187
302,klyuchi,52.2667,79.1667,-6.0,95,100,5.23,RU,1710266757
303,magistral'nyy,56.1725,107.4458,-12.02,93,44,2.53,RU,1710266759
304,chinchilla,-26.75,150.6333,16.12,90,0,3.81,AU,1710266760
305,la cruz,23.9167,-106.9,27.11,34,100,1.36,MX,1710266761
306,muang phon-hong,18.4928,102.4172,24.95,64,92,0.9,LA,1710266764
307,tanabe,33.7333,135.3667,6.95,75,30,8.89,JP,1710266765
308,pisco,-13.7,-76.2167,28.03,57,0,9.77,PE,1710266766
309,utrik,11.2278,169.8474,26.41,77,100,11.03,MH,1710266768
310,naifaru,5.4444,73.3657,28.22,72,16,2.33,MV,1710266769
311,kalmunai,7.4167,81.8167,25.84,75,71,1.74,LK,1710266771
312,bonito,-21.1211,-56.4819,39.2,26,97,2.11,BR,1710266539
313,palmerston,-12.486,130.9833,25.99,92,75,3.09,AU,1710266774
314,wailua homesteads,22.0669,-159.378,22.64,85,75,5.66,US,1710266776
315,natal,-5.795,-35.2094,33.12,62,40,4.12,BR,1710266053
316,kingston,17.997,-76.7936,32.87,56,20,3.6,JM,1710266530
317,paso de carrasco,-34.8603,-56.0522,21.08,88,100,3.09,UY,1710266781
318,tralee,52.2704,-9.7026,13.14,88,75,7.72,IE,1710266783
319,madalena,41.2162,-8.3345,14.32,72,99,1.0,PT,1710266785
320,vuktyl,63.8567,57.3094,-19.38,99,91,2.24,RU,1710266786
321,aykhal,66.0,111.5,-30.57,100,98,0.65,RU,1710266788
322,jinchang,38.4953,102.1739,5.27,39,100,3.2,CN,1710266789
323,nelson bay,-32.7167,152.15,21.11,90,20,2.24,AU,1710266791
324,pascagoula,30.3658,-88.5561,22.4,36,81,1.87,US,1710266792
325,tisul',55.7611,88.3122,-9.02,97,100,0.91,RU,1710267184
326,aksu,41.1231,80.2644,8.5,25,18,1.82,CN,1710267185
327,bowie,33.4501,-94.4335,22.22,66,72,5.04,US,1710267015
328,el granada,37.5027,-122.4694,15.47,89,100,5.66,US,1710267188
329,katabu,-4.9333,122.5167,24.98,94,100,0.67,ID,1710267190
330,hadibu,12.65,54.0333,26.59,77,20,3.55,YE,1710267192
331,haiku-pauwela,20.9219,-156.3051,24.47,83,20,2.24,US,1710267193
332,conception bay south,47.4999,-52.9981,4.53,97,100,0.74,CA,1710267195
333,solnechnyy,50.7214,136.6319,-20.54,92,23,1.51,RU,1710267197
334,lihue,21.9789,-159.3672,22.98,84,75,5.66,US,1710266959
335,geraldton,-28.7667,114.6,22.23,83,0,4.12,AU,1710266955
336,emporia,38.4039,-96.1817,20.11,42,0,9.26,US,1710266940
337,tionk essil,12.7856,-16.5217,33.6,21,98,7.31,SN,1710267204
338,quartu sant'elena,39.2419,9.1839,13.93,66,40,3.6,IT,1710267205
339,as salamiyah,35.0113,37.0532,13.44,53,21,1.23,SY,1710267206
340,mbabane,-26.3167,31.1333,18.7,81,100,1.25,SZ,1710266922
341,port lincoln,-34.7333,135.8667,19.23,85,100,6.81,AU,1710267209
342,glace bay,46.1969,-59.957,4.47,82,75,5.14,CA,1710267210
343,choibalsan,48.0667,114.5,-10.4,84,7,3.76,MN,1710267211
344,tura,25.5198,90.2201,20.12,34,0,2.04,IN,1710267213
345,dawei,14.0833,98.2,23.24,77,41,1.0,MM,1710267214
346,marat,25.0701,45.4615,18.66,21,7,4.94,SA,1710267215
347,waingapu,-9.6567,120.2641,25.61,88,100,2.51,ID,1710267216
348,tazacorte,28.629,-17.9293,21.54,74,20,3.09,ES,1710267218
349,nguigmi,14.2495,13.1092,32.04,17,88,4.69,NE,1710267219
350,florence,43.7667,11.25,13.06,78,3,1.93,IT,1710267220
351,sabang,5.8933,95.3214,27.84,68,32,2.86,ID,1710267222
352,talakan,50.3167,130.3667,-15.56,97,89,1.48,RU,1710267223
353,quezon,7.7303,125.0989,22.52,92,91,1.6,PH,1710267224
354,ebon,4.582,168.6964,27.48,88,100,10.24,MH,1710267130
355,fale old settlement,-9.3852,-171.2468,29.42,72,48,5.42,TK,1710267154
356,tonosho,34.4833,134.1833,8.0,64,59,8.78,JP,1710266960
357,ataq,14.5377,46.8319,24.3,49,58,5.28,YE,1710267229
358,west plains,36.7281,-91.8524,20.51,46,0,6.71,US,1710267231
359,weno,7.4515,151.8468,27.8,71,99,6.31,FM,1710267153
360,prado,-17.3411,-39.2208,27.39,84,94,3.4,BR,1710267196
361,zandvoort,52.3749,4.5341,10.01,89,75,4.63,NL,1710267234
362,barranca,-10.75,-77.7667,25.37,72,92,4.33,PE,1710267235
363,rongelap,11.1635,166.8941,26.54,78,100,10.81,MH,1710267123
364,laguna,38.421,-121.4238,13.08,82,100,6.69,US,1710266964
365,adigrat,14.277,39.462,16.74,70,71,2.13,ET,1710267239
366,saldanha,-33.0117,17.9442,18.6,85,8,8.64,ZA,1710266948
367,vorgashor,67.5833,63.95,-13.32,94,100,11.42,RU,1710266936
368,hernando,28.5419,-82.4582,26.63,52,75,4.12,US,1710267243
369,happy valley-goose bay,53.3168,-60.3315,1.17,75,75,11.32,CA,1710267244
370,ryotsu-minato,38.0833,138.4333,4.4,72,97,10.79,JP,1710267245
371,mumbwa,-14.9783,27.0619,20.07,86,99,2.33,ZM,1710267247
372,buenaventura,3.8801,-77.0312,29.37,80,86,1.55,CO,1710267248
373,pontianak,-0.0333,109.3333,24.67,91,100,2.29,ID,1710267249
374,businga,3.3333,20.8833,30.67,40,77,1.14,CD,1710267250
375,yambio,4.5721,28.3955,29.56,34,99,2.02,SS,1710267252
376,mejit,10.2753,170.8646,26.31,84,100,11.58,MH,1710267253
377,uacu cungo,-11.3634,15.1208,18.35,94,100,0.65,AO,1710267255
378,celestun,20.8667,-90.4,29.16,61,11,3.08,MX,1710267158
379,margate,51.3813,1.3862,12.15,93,100,3.58,GB,1710266828
380,ar rutbah,33.0381,40.2848,15.6,25,0,4.43,IQ,1710267258
381,port pirie,-33.1833,138.0167,25.56,52,88,0.84,AU,1710267259
382,bonthe,7.5264,-12.505,28.39,67,100,5.54,SL,1710267011
383,belyy yar,53.6039,91.3903,-2.06,86,100,1.0,RU,1710267262
384,khasab,26.1799,56.2477,22.08,70,7,5.95,OM,1710267263
385,korla,41.7597,86.1469,9.03,38,68,1.75,CN,1710267118
386,nabire,-3.3667,135.4833,24.45,91,100,1.18,ID,1710267194
387,thurso,58.5927,-3.5259,7.14,84,99,7.82,GB,1710267266
388,fomboni,-12.28,43.7425,29.41,72,35,3.7,KM,1710267226
389,bandar lampung,-5.4254,105.258,23.82,95,100,3.0,ID,1710267269
390,paita,-5.0892,-81.1144,27.05,64,39,5.37,PE,1710267026
391,san luis de la loma,17.2706,-100.8939,31.33,41,3,4.1,MX,1710267273
392,yazoo city,32.8551,-90.4056,21.06,50,64,3.46,US,1710267275
393,kibre mengist,5.8833,38.9833,21.6,39,29,1.48,ET,1710267287
394,labytnangi,66.6572,66.4183,-13.38,86,100,7.83,RU,1710267288
395,val-d'or,48.1002,-77.7828,2.16,64,17,0.34,CA,1710267292
396,otuzco,-7.9,-78.5833,18.04,58,97,3.61,PE,1710267294
397,chimbote,-9.0853,-78.5783,26.36,70,69,4.32,PE,1710267269
398,la passe,45.5549,-0.8967,14.13,94,100,3.05,FR,1710266945
399,saurimo,-9.6608,20.3916,19.47,92,90,0.86,AO,1710267297
400,marabba,12.35,32.1833,35.49,9,75,3.83,SD,1710267298
401,petropavlovsk-kamchatsky,53.0452,158.6483,-15.3,92,54,6.71,RU,1710266953
402,nioki,-2.7167,17.6833,27.54,60,60,1.66,CD,1710267301
403,kurakhovo,47.9852,37.2821,2.04,49,57,4.77,UA,1710267302
404,nyurba,63.2842,118.3319,-23.61,100,91,1.18,RU,1710266926
405,garachico,28.7781,-17.7646,20.06,56,20,3.09,ES,1710267305
406,cidreira,-30.1811,-50.2056,25.01,71,38,6.44,BR,1710267065
407,richards bay,-28.783,32.0377,27.27,75,100,7.05,ZA,1710267273
408,dzhambeyty,50.2536,52.595,-5.8,97,98,3.02,KZ,1710267310
409,entebbe,0.0644,32.4469,24.25,73,88,3.85,UG,1710267312
410,general tinio,15.35,121.05,22.89,92,98,0.95,PH,1710267313
411,laayoune,27.1622,-13.2032,19.0,57,9,6.1,EH,1710267315
412,skeldon,5.8833,-57.1333,30.69,60,76,4.02,GY,1710267316
413,kharkhorin,47.1975,102.8238,-7.44,81,29,2.6,MN,1710267317
414,coronel dorrego,-38.7187,-61.2873,29.48,24,80,6.83,AR,1710267319
415,longboat key,27.4125,-82.659,26.74,66,29,2.96,US,1710267058
416,yuzhno-kurilsk,44.0306,145.8556,-0.35,65,100,6.5,RU,1710267028
417,sabha,27.0377,14.4283,24.2,12,5,4.19,LY,1710267064
418,mhamid,29.82,-5.72,25.81,15,79,3.5,MA,1710267324
419,kirakira,-10.4544,161.9205,26.94,89,100,4.48,SB,1710267326
420,datong,40.0936,113.2914,1.8,39,92,1.56,CN,1710267327
421,yigo village,13.5361,144.8886,26.16,88,75,5.14,GU,1710267329
422,prairie grove,35.9759,-94.3177,21.27,50,0,8.49,US,1710267330
423,blankenberge,51.3131,3.1323,11.32,78,100,3.13,BE,1710267331
424,villa bruzual,9.3328,-69.1208,39.19,26,88,1.44,VE,1710267332
425,neelankarai,12.9455,80.2575,28.03,78,20,2.06,IN,1710267117
426,galesong,-5.3166,119.3661,25.01,85,100,3.41,ID,1710267335
427,coquimbo,-29.9533,-71.3436,22.17,58,0,4.62,CL,1710266806
428,barra de santo antonio,-9.4047,-35.5072,30.28,67,88,4.64,BR,1710267338
429,quepos,9.4236,-84.1652,31.65,58,80,3.66,CR,1710267339
430,mawlaik,23.6333,94.4167,19.96,39,0,0.86,MM,1710267340
431,la troncal,-2.4,-79.3333,31.5,71,95,1.69,EC,1710267341
432,pimentel,-6.8367,-79.9342,30.16,54,0,5.66,PE,1710267010
433,la villa del rosario,10.3258,-72.3134,36.91,36,59,4.07,VE,1710267344
434,cururupu,-1.8283,-44.8683,30.88,63,100,2.81,BR,1710267200
435,nuku'alofa,-21.1333,-175.2,26.9,80,100,7.81,TO,1710267346
436,chyorny yar,48.0624,46.1091,-2.06,72,3,3.36,RU,1710267347
437,berezovyy,51.6667,135.7,-17.08,93,12,1.89,RU,1710267348
438,sao vicente,-23.9631,-46.3919,29.1,51,38,2.68,BR,1710267350
439,chernyshevskiy,63.0128,112.4714,-27.97,100,94,0.73,RU,1710267136
440,ponta delgada,37.7333,-25.6667,18.44,77,40,6.69,PT,1710267354
441,nantucket,41.2835,-70.0995,11.68,49,0,11.32,US,1710267145
442,island harbour,50.724,-1.2758,13.04,94,100,3.58,GB,1710267356
443,yabelo,4.8833,38.0833,23.06,30,12,6.14,ET,1710267357
444,kudahuvadhoo,2.6708,72.8944,28.21,70,88,3.28,MV,1710267358
445,ishigaki,24.3448,124.1572,18.89,63,0,10.76,JP,1710266922
446,whakatane,-37.9585,176.9854,16.4,99,91,2.29,NZ,1710266931
447,saint-pierre,-21.3393,55.4781,26.38,79,21,5.27,RE,1710266940
448,asamankese,5.8601,-0.6635,29.39,69,98,3.52,GH,1710267363
449,alesund,62.4723,6.1549,5.97,68,75,3.6,NO,1710267216
450,jaisalmer,26.9147,70.9181,25.23,21,0,1.8,IN,1710267366
451,gronau,52.2,7.0333,8.39,82,99,2.97,DE,1710267367
452,udachny,66.4167,112.4,-33.75,100,86,1.47,RU,1710267068
453,naze,28.3667,129.4833,13.51,52,6,10.34,JP,1710267369
